Kosice IV;2;Maros;Sefcovic;7044
Kosice - okolie;1;Zuzana;Caputova;20396
Kosice - okolie;2;Maros;Sefcovic;12533
Michalovce;1;Zuzana;Caputova;11899
Michalovce;2;Maros;Sefcovic;14768
Sobrance;1;Zuzana;Caputova;2069
Sobrance;2;Maros;Sefcovic;4258
Roznava;1;Zuzana;Caputova;9370
Roznava;2;Maros;Sefcovic;5123
Gelnica;1;Zuzana;Caputova;3214
Gelnica;2;Maros;Sefcovic;3961
Spisska Nova Ves;1;Zuzana;Caputova;13680
Spisska Nova Ves;2;Maros;Sefcovic;11696
Trebisov;1;Zuzana;Caputova;10945
Trebisov;2;Maros;Sefcovic;11184
